invoicelineid,quantity,unitprice
13288,3,2.95
13289,12,0.85
13290,48,1.45
13291,24,0.42
13292,4,4.25
13293,25,0.42
13294,3,3.36
13295,1,1.25
13296,1,2.1
13297,3,4.15
13298,12,0.85
13299,4,8.25
13300,3,8.5
13301,1,4.13
13302,2,2.55
13303,12,0.85
13304,3,2.1
13305,5,2.1
13306,1,1.25
13307,12,2.1
13308,384,0.65
13309,1,12.75
13310,1,1.63
13311,4,8.29
13312,1,6.25
13313,6,0.85
13314,12,2.55
13315,8,2.95
13316,12,1.25
13317,12,3.75
13318,1,4.95
13319,-1,9.95
13320,24,0.85
13321,12,0.42
13322,2,2.95
13323,12,2.1
13324,1,4.95
13325,2,3.75
13326,-32,0
13327,1,2.95
13328,5,2.95
13329,2,4.15
13330,10,2.08
13331,20,1.25
13332,2,4.95
13333,1,4.21
13334,1,1.25
13335,24,0.39
13336,1,7.95
13337,6,2.95
13338,20,8
13339,1,254.43
13340,4,2.46
13341,6,5.95
13342,12,0.42
13343,3,4.95
13344,3,4.95
13345,24,0.42
13346,10,1.65
13347,8,4.95
13348,4,9.95
13349,2,0.83
13350,2,2.89
13351,240,1.25
13352,5,2.1
13353,12,1.65
13354,6,2.55
13355,4,9.95
13356,1,2.1
13357,2,1.25
13358,2,12.75
13359,3,7.5
13360,3,4.95
13361,10,1.95
13362,6,1.25
13363,4,2.08
13364,1,5.95
13365,48,0.39
13366,1,0.65
13367,12,0.62
13368,3,4.95
13369,12,1.25
13370,25,0.42
13371,3,4.95
13372,1,2.1
13373,2,4.21
13374,2,2.95
13375,12,2.1
13376,1,3.29
13377,1,2.1
13378,1,4.21
13379,6,0.85
13380,10,1.65
13381,4,3.95
13382,5,10.79
13383,2,2.1
13384,25,0.42
13385,2,7.65
13386,2,1.25
13387,32,9.13
13388,10,1.95
13389,3,4.95
13390,4,12.75
13391,1,3.75
13392,20,1.66
13393,2,1.25
13394,24,0.39
13395,1,2.95
13396,6,2.95
13397,1,2.55
13398,4,1.65
13399,1,3.29
13400,8,4.25
13401,5,2.1
13402,3,0.29
13403,36,0.85
13404,3,4.95
13405,6,2.75
13406,8,8.5
13407,12,1.25
13408,1,4.96
13409,12,1.65
13410,15,2.46
13411,5,4.95
13412,4,4.21
13413,4,0.29
13414,2,1.65
13415,10,0.85
13416,7,0.42
13417,-1,4.95
13418,16,1.69
13419,10,1.65
13420,2,5.95
13421,1,6.75
13422,1,5.79
13423,1,5.79
13424,5,1.28
13425,1,1.63
13426,6,2.95
13427,2,7.95
13428,12,1.69
13429,12,5.95
13430,2,7.95
13431,1,24.96
13432,1,2.1
13433,1,1.63
13434,1,2.55
13435,96,0.29
13436,2,2.95
13437,1,3.75
13438,1,6.75
13439,2,1.25
13440,3,5.95
13441,1,1.63
13442,2,0.83
13443,12,0.85
13444,1,4.25
13445,2,0.29
13446,10,0.85
13447,2,8.5
13448,32,2.55
13449,10,2.08
13450,10,1.65
13451,1,1.63
13452,6,0.85
13453,6,2.89
13454,4,8.5
13455,2,2.1
13456,6,3.75
13457,12,0.42
13458,1,4.25
13459,6,2.95
13460,2,7.95
13461,9,3.75
13462,40,2.55
13463,8,2.25
13464,12,4.95
13465,1,2.46
13466,7,0.85
13467,2,11.95
13468,10,2.95
13469,12,2.1
13470,5,5.79
13471,48,0.39
13472,1,4.13
13473,2,4.95
13474,6,1.25
13475,6,0.85
13476,1,4.13
13477,144,1.04
13478,2,1.25
13479,24,1.25
13480,1,4.95
13481,2,1.25
13482,24,0.65
13483,1,3.75
13484,24,1.25
13485,24,0.55
13486,1,0.79
13487,1,0.83
13488,12,1.25
13489,6,2.95
13490,3,1.25
13491,3,4.25
13492,2,9.95
13493,2,7.95
13494,6,2.1
13495,25,0.42
13496,6,1.06
13497,1,0.85
13498,12,0.85
13499,12,3.95
13500,1,2.1
13501,8,1.95
13502,1,0.85
13503,1,1.45
13504,2,10.95
13505,36,2.55
13506,3,5.79
13507,1,16.63
13508,4,4.95
13509,12,1.25
13510,12,0.85
13511,1,3.29
13512,10,1.65
13513,1,8.5
13514,10,2.08
13515,36,0.39
13516,1,2.1
13517,1,2.46
13518,2,0.83
13519,10,1.25
13520,1,2.1
13521,2,2.08
13522,4,3.75
13523,2,1.95
13524,16,0.42
13525,1,4.13
13526,4,1.63
13527,20,2.95
13528,2,7.95
13529,20,2.08
13530,24,2.55
13531,1,4.13
13532,4,8.5
13533,9,3.75
13534,1,5.95
13535,12,1.25
13536,2,5.45
13537,12,0.42
13538,1,5.79
13539,6,2.1
13540,6,2.95
13541,4,3.75
13542,12,0.83
13543,1,10.79
13544,25,0.42
13545,20,0.42
13546,1,24.96
13547,24,0.42
13548,24,1.25
13549,32,4.95
13550,1,12.75
13551,1,1.25
13552,2,1.25
13553,1,7.95
13554,144,1.65
13555,6,2.55
13556,16,0.42
13557,18,2.55
13558,3,4.95
13559,1,7.95
13560,30,1.65
13561,60,1.25
13562,24,1.45
13563,1,0.42
13564,2,2.46
13565,1,7.46
13566,1,2.95
13567,1,18
13568,1,0.83
13569,6,2.55
13570,16,5.95
13571,1,5.79
13572,1,14.95
13573,24,0.42
13574,12,1.25
13575,12,1.95
13576,1,2.46
13577,180,2.1
13578,6,2.55
13579,1,1.63
13580,2,7.95
13581,24,0.39
13582,12,0.65
13583,2,0.85
13584,144,1.04
13585,2,0.83
13586,2,7.95
13587,10,2.08
13588,12,0.42
13589,24,1.25
13590,4,1.25
13591,1,1.65
13592,2,5.95
13593,1,2.51
13594,1,5.91
13595,1,24.96
13596,2,0.39
13597,12,1.25
13598,4,4.95
13599,12,0.83
13600,1,7.46
13601,-12,0.85
13602,24,0.65
13603,12,1.25
13604,1,4.13
13605,12,1.65
13606,4,10.4
13607,1,3.29
13608,-24,0.65
13609,1,1.65
13610,4,3.75
13611,1,1.25
13612,12,2.89
13613,1,5.91
13614,2,2.55
13615,1,5.91
13616,1,0.83
13617,2,8.5
13618,1,2.95
13619,4,6.25
13620,24,0.29
13621,12,1.25
13622,100,1.79
13623,10,1.65
13624,1,8.25
13625,2,4.25
13626,1,4.25
13627,2,3.29
13628,2,0.42
13629,6,0.83
13630,6,2.1
13631,12,0.42
13632,1,1.63
13633,3,1.65
13634,2,9.95
13635,1,6.95
13636,6,1.65
13637,12,1.25
13638,84,1.65
13639,2,2.95
13640,24,0.42
13641,1,7.46
13642,1,2.46
13643,1,4.96
13644,2,1.25
13645,10,0.85
13646,24,0.42
13647,2,1.25
13648,10,0.85
13649,4,4.25
13650,3,0.85
13651,3,0.39
13652,36,1.25
13653,2,2.95
13654,8,1.65
13655,1,0.83
13656,8,2.08
13657,36,1.25
13658,12,0.42
13659,1,1.25
13660,6,3.25
13661,12,0.85
13662,12,1.25
13663,1,3.75
13664,2,8.5
13665,3,1.25
13666,2,4.15
13667,6,1.65
13668,2,0.85
13669,1,7.46
13670,2,2.08
13671,24,1.65
13672,6,1.65
13673,2,12.75
13674,2,2.46
13675,2,0.85
13676,3,4.95
13677,1,15.79
13678,3,5.45
13679,1,1.25
13680,6,2.25
13681,12,1.25
13682,6,2.55
13683,2,8.25
13684,3,0.95
13685,2,9.95
13686,6,0.42
13687,1,3.29
13688,2,2.08
13689,10,1.65
13690,12,0.85
13691,1,2.55
13692,8,0.83
13693,12,1.25
13694,4,6.25
13695,3,11.02
13696,1,0.85
13697,10,1.95
13698,1,3.29
13699,1,1.95
13700,1,4.24
13701,2,2.1
13702,12,1.25
13703,1,1.65
13704,2,9.95
13705,4,1.65
13706,6,2.55
13707,12,0.85
13708,1,4.95
13709,-1,2.55
13710,1,4.25
13711,25,0.55
13712,2,1.25
13713,1,5.95
13714,1,1.65
13715,3,1.25
13716,2,4.13
13717,1,2.95
13718,2,7.95
13719,12,1.65
13720,4,3.95
13721,4,6.75
13722,12,1.25
13723,4,3.29
13724,8,3.75
13725,2,7.95
13726,4,1.63
13727,10,1.25
13728,144,1.65
13729,8,1.69
13730,1,127.89
13731,3,2.1
13732,1,4.25
13733,4,2.95
13734,6,4.15
13735,1,4.25
13736,-1,1.25
13737,6,1.06
13738,1,2.1
13739,24,1.25
13740,1,9.95
13741,2,4.95
13742,12,2.1
13743,12,0.83
13744,12,2.95
13745,9,4.95
13746,60,0.42
13747,20,2.08
13748,1,10.79
13749,4,4.95
13750,1,7.95
13751,12,0.42
13752,2,8.5
13753,1,1.95
13754,1,1.65
13755,24,0.72
13756,6,2.1
13757,4,2.46
13758,1,0.83
13759,120,0.42
13760,1,5.79
13761,16,1.25
13762,1,1.25
13763,48,0.29
13764,10,2.08
13765,40,0.21
13766,1,2.51
13767,1,205.29
13768,1,2.46
13769,3,1.65
13770,1,7.95
13771,12,0.65
13772,12,1.65
13773,12,2.95
13774,21,0.65
13775,96,1.25
13776,2,2.1
13777,24,0.21
13778,24,1.25
13779,-1,1.95
13780,3,2.49
13781,1,2.08
13782,2,5.95
13783,2,2.95
13784,12,1.95
13785,1,2.92
13786,10,1.95
13787,4,4.15
13788,1,2.08
13789,1,2.55
13790,32,2.55
13791,4,5.95
13792,25,0.42
13793,2,5.79
13794,3,0.83
13795,2,5.95
13796,2,0.65
13797,7,1.25
13798,3,2.08
13799,2,2.95
13800,2,0.55
13801,12,1.95
13802,8,2.55
13803,24,0.12
13804,1,14.13
13805,12,1.65
13806,4,1.63
13807,12,0.65
13808,2,7.95
13809,6,1.85
13810,4,0.29
13811,1,5.91
13812,12,1.65
13813,1,2.95
13814,1,4.13
13815,4,0.85
13816,6,3.25
13817,-5,2.55
13818,1,1.69
13819,2,4.13
13820,16,1.25
13821,12,0.85
13822,6,2.95
13823,40,2.55
13824,16,1.25
13825,4,3.75
13826,2,1.65
13827,10,1.25
13828,3,0.85
13829,5,0.83
13830,20,7.45
13831,4,3.75
13832,8,3.75
13833,1,3.75
13834,12,0.85
13835,1,0.83
13836,36,0.21
13837,108,1.06
13838,24,0.29
13839,4,1.25
13840,1,3.29
13841,1,1.63
13842,1,1.25
13843,3,5.45
13844,12,2.55
13845,2,2.95
13846,1,2.46
13847,24,0.42
13848,12,0.42
13849,1,1.25
13850,4,7.95
13851,4,3.75
13852,25,0.42
13853,8,2.1
13854,1,1.25
13855,1,4.95
13856,1,0.42
13857,1,0.85
13858,3,2.89
13859,3,7.46
13860,4,4.13
13861,1,2.1
13862,160,1.45
13863,1,1.65
13864,1,2.1
13865,10,0.85
13866,6,0.39
13867,24,0.29
13868,1,3.29
13869,12,1.25
13870,12,0.85
13871,2,8.95
13872,2,5.95
13873,12,1.25
13874,2,0.65
13875,12,0.42
13876,1,2.89
13877,9,0.83
13878,1,0.85
13879,1152,0.21
13880,12,1.45
13881,6,2.95
13882,1,8.47
13883,48,0.29
13884,12,1.25
13885,1,4.25
13886,1,3.75
13887,6,3.39
13888,3,1.95
13889,6,4.95
13890,1,8.5
13891,6,0.39
13892,1,5.91
13893,12,1.45
13894,24,0.29
13895,1,8.29
13896,1,1.63
13897,1,3.75
13898,24,1.25
13899,1,2.55
13900,196,4.15
13901,2,1.95
13902,1,9.95
13903,6,2.55
13904,1,0.43
13905,1,1.45
13906,3,6.95
13907,6,2.95
13908,1,6.95
13909,2,0.39
13910,24,0.29
13911,12,0.85
13912,2,2.46
13913,3,1.25
13914,6,0.85
13915,24,0.42
13916,6,2.95
13917,1,1.25
13918,2,0.85
13919,2,9.95
13920,1,0.83
13921,6,4.95
13922,1,3.75
13923,6,0.19
13924,1,8.5
13925,6,2.55
13926,1,5.06
13927,6,7.95
13928,5,1.95
13929,4,0.85
13930,12,0.85
13931,2,8.25
13932,1,4.25
13933,100,1.45
13934,10,1.65
13935,1,125
13936,2,6.75
13937,2,12.75
13938,2,16.95
13939,2,3.75
13940,1,4.15
13941,4,1.25
13942,12,0.42
13943,2,1.63
13944,24,0.21
13945,8,1.95
13946,12,2.95
13947,48,0.85
13948,2,9.95
13949,1,8.5
13950,2,0.85
13951,1,2.51
13952,1,2.08
13953,2,1.63
13954,12,1.25
13955,6,1.06
13956,4,2.55
13957,2,7.46
13958,20,1.65
13959,10,1.95
13960,1,10.79
13961,6,2.49
13962,12,0.42
13963,2,16.95
13964,-3,0
13965,24,1.25
13966,4,3.75
13967,1,2.95
13968,48,3.39
13969,4,1.25
13970,10,1.65
13971,2,4.95
13972,10,4.95
13973,1,1.25
13974,24,1.25
13975,12,0.42
13976,8,1.69
13977,6,2.95
13978,8,3.75
13979,2,5.95
13980,1,14.95
13981,3,4.95
13982,1,8.5
13983,12,0.42
13984,-1,9.95
13985,12,1.65
13986,2,12.75
13987,8,2.1
13988,50,4.15
13989,60,1.25
13990,4,1.25
13991,2,1.25
13992,1,0.85
13993,2,1.45
13994,1,3.29
13995,3,1.65
13996,2,2.46
13997,1,1.25
13998,2,6.35
13999,10,1.65
14000,1,4.25
14001,1,7.95
14002,6,4.13
14003,12,0.85
14004,2,5.95
14005,3,5.79
14006,12,1.45
14007,1,2.51
14008,12,1.25
14009,10,0.42
14010,10,1.65
14011,1,3.29
14012,1,2.95
14013,4,1.45
14014,1,2.46
14015,10,6.75
14016,5,0.79
14017,1,2.46
14018,2,2.08
14019,6,1.25
14020,24,0.85
14021,2,7.5
14022,12,2.1
14023,25,0.42
14024,1,1.63
14025,2,2.95
14026,12,1.25
14027,2,4.13
14028,1,1.28
14029,12,1.65
14030,24,1.25
14031,12,2.1
14032,2,8.5
14033,2,0.85
14034,1,1.63
14035,25,0.42
14036,12,0.83
14037,12,0.85
14038,12,1.25
14039,10,1.95
14040,1,4.13
14041,1,9.95
14042,6,1.65
14043,12,1.25
14044,1,3.29
14045,192,0.55
14046,1,9.95
14047,3,5.45
14048,2,1.65
14049,5,3.75
14050,4,6.95
14051,10,1.65
14052,12,1.25
14053,3,0.85
14054,2,8.5
14055,2,1.65
14056,25,0.42
14057,19,0.29
14058,12,1.25
14059,12,0.65
14060,12,0.85
14061,-1,7.95
14062,48,0.63
14063,24,0.39
14064,8,1.95
14065,2,0.85
14066,6,16.63
14067,288,1.45
14068,12,0.83
14069,4,4.95
14070,4,5.95
14071,1,40
14072,1,1.25
14073,4,4.13
14074,216,1.06
14075,12,1.25
14076,5,2.51
14077,2,1.25
14078,6,1.25
14079,72,0.36
14080,12,2.95
14081,12,0.85
14082,3,4.25
14083,36,2.1
14084,8,1.65
14085,1,1.25
14086,100,1.79
14087,1,24.96
14088,-2,0.42
14089,2,4.15
14090,25,0.42
14091,6,4.95
14092,2,1.45
14093,2,7.95
14094,36,1.65
14095,12,1.45
14096,3,9.95
14097,12,1.25
14098,25,0.42
14099,240,0.42
14100,5,0.19
14101,1,1.25
14102,4,1.25
14103,1,50
14104,24,0.42
14105,24,1.65
14106,6,2.95
14107,1,1.66
14108,8,2.95
14109,12,1.25
14110,2,2.51
14111,12,2.1
14112,4,20.8
14113,10,2.08
14114,12,1.65
14115,4,0.65
14116,1,2.1
14117,6,0.42
14118,6,3.25
14119,6,6.75
14120,24,0.85
14121,1,0.65
14122,6,1.45
14123,1,7.46
14124,3,2.95
14125,1,4.13
14126,4,3.75
14127,2,3.29
14128,2,3.29
14129,1,1.63
14130,2,2.95
14131,12,1.95
14132,1,2.1
14133,16,1.25
14134,1,4.13
14135,24,1.69
14136,12,1.25
14137,3,4.95
14138,1,9.95
14139,6,2.95
14140,1,0.85
14141,12,0.42
14142,1,10.79
14143,12,0.85
14144,1,6.95
14145,-3,1.49
14146,12,0.85
14147,2,8.25
14148,2,0.85
14149,-7,1.45
14150,1,1.66
14151,3,4.95
14152,12,0.85
14153,25,0.42
14154,36,2.1
14155,48,0.85
14156,7,8.47
14157,1,5.95
14158,5,1.45
14159,2,2.11
14160,4,7.5
14161,1,0.83
14162,6,2.55
14163,4,4.25
14164,24,1.25
14165,2,2.95
14166,4,14.95
14167,10,2.08
14168,1,3.29
14169,2,1.25
14170,5,1.65
14171,1,3.75
14172,2,7.65
14173,1,2.46
14174,1,7.46
14175,120,10.95
14176,4,3.75
14177,4,5.95
14178,30,1.65
14179,10,1.95
14180,6,2.55
14181,32,0.65
14182,6,1.65
14183,1,0
14184,2,7.95
14185,24,1.25
14186,1,4.13
14187,2,2.92
14188,4,3.29
14189,2,1.25
14190,4,3.75
14191,2,4.13
14192,5,0.83
14193,1,10
14194,3,1.25
14195,12,0.42
14196,4,4.15
14197,24,1.25
14198,2,1.95
14199,1,4.65
14200,3,0.39
14201,1,1.25
14202,2,1.45
14203,2,6.95
14204,1,2.1
14205,24,1.25
14206,12,2.95
14207,24,0.85
14208,3,0.29
14209,12,1.65
14210,6,1.65
14211,6,2.1
14212,2,3.75
14213,2,4.25
14214,12,1.25
14215,48,4.95
14216,3,4.95
14217,1,249.91
14218,12,0.42
14219,18,0.99
14220,4,3.75
14221,8,1.25
14222,3,5.79
14223,6,2.95
14224,1,4.25
14225,2,16.95
14226,12,2.1
14227,7,0.85
14228,8,2.95
14229,4,8.25
14230,100,1.79
14231,2,4.15
14232,12,1.65
14233,6,4.95
14234,1,12.46
14235,12,0.85
14236,120,0.39
14237,1,0.55
14238,20,2.08
14239,1,3.32
14240,12,1.45
14241,1,2.46
14242,2,0.83
14243,1,7.5
14244,12,2.95
14245,3,2.95
14246,6,0.82
14247,12,4.95
14248,6,2.95
14249,24,0.65
14250,4,4.25
14251,3,0.42
14252,16,0.65
14253,1,1.25
14254,1,1.25
14255,3,5.75
14256,5,1.63
14257,12,1.95
14258,6,1.65
14259,12,0.85
14260,8,2.08
14261,10,1.65
14262,2,1.95
14263,16,0.42
14264,6,2.95
14265,16,1.69
14266,2,2.1
14267,1,2.46
14268,1,0.39
14269,4,3.95
14270,2,8.5
14271,1,0.83
14272,3,12.5
14273,1,2.1
14274,12,1.45
14275,10,1.95
14276,4,8.5
14277,2,4.25
14278,1,1.25
14279,1,3.29
14280,2,1.65
14281,6,4.15
14282,5,19.95
14283,1,8.5
14284,4,3.25
14285,2,0.65
14286,1,10.79
14287,6,2.1
14288,3,0.55
14289,6,2.95
14290,1,2.1
14291,12,1.65
14292,1,0.29
14293,6,0.42
14294,2,6.75
14295,5,2.95
14296,24,0.65
14297,2,1.25
14298,10,1.25
14299,8,4.65
14300,1,1.25
14301,1,16.63
14302,1,8.5
14303,1,2.95
14304,1,7.5
14305,1,8.29
14306,12,2.95
14307,12,0.42
14308,3,9.13
14309,24,1.69
14310,48,2.55
14311,8,0.65
14312,2,8.47
14313,2,1.63
14314,9,2.1
14315,8,1.69
14316,24,1.69
14317,3,12.75
14318,1,1.63
14319,3,8.5
14320,1,14.13
14321,4,8.95
14322,16,1.25
14323,1,2.46
14324,12,1.95
14325,12,1.25
14326,12,2.89
14327,1,1.66
14328,50,0.83
14329,5,0.85
14330,1,2.95
14331,1,0.83
14332,1,2.1
14333,2,7.95
14334,3,4.13
14335,1,2.55
14336,5,1.25
14337,2,16.63
14338,12,1.95
14339,2,1.95
14340,12,2.95
14341,1,1.63
14342,12,1.25
14343,3,4.95
14344,10,1.65
14345,4,3.75
14346,-144,0.72
14347,4,6.25
14348,1,0.85
14349,2,4.95
14350,3,5.95
14351,3,0.65
14352,2,2.1
14353,48,8.5
14354,1,4.95
14355,6,2.95
14356,1,8.95
14357,1,7.95
14358,5,0.85
14359,12,2.55
14360,12,1.25
14361,2,0.85
14362,8,2.95
14363,4,4.95
14364,1,3.75
14365,6,2.95
14366,2,0.85
14367,8,1.95
14368,12,1.65
14369,1,1.63
14370,1,14.43
14371,2,14.95
14372,8,0.85
14373,3,1.25
14374,4,1.95
14375,4,2.95
14376,1,2.95
14377,1,4.21
14378,1,1.25
14379,12,1.69
14380,1,4.21
14381,1,4.13
14382,10,0.85
14383,5,0.83
14384,1,2.95
14385,2,2.1
14386,4,3.75
14387,1,0.83
14388,7,1.25
14389,12,0.85
14390,8,1.65
14391,12,1.25
14392,1,4.13
14393,1,4.13
14394,10,1.65
14395,12,1.25
14396,8,1.69
14397,3,1.63
14398,48,0.85
14399,4,4.95
14400,25,0.42
14401,1,3.75
14402,4,1.65
14403,1,1.65
14404,4,3.75
14405,4,0.83
14406,1,2.1
14407,1,19.96
14408,4,3.29
14409,6,4.25
14410,1,2.46
14411,4,0.55
14412,3,5.95
14413,12,2.08
14414,1,2.46
14415,1,5.79
14416,1,2.95
14417,6,2.55
14418,1,0.83
14419,12,1.25
14420,96,0.39
14421,5,1.63
14422,6,4.25
14423,6,1.95
14424,4,9.95
14425,2,10.79
14426,1,16.95
14427,1,2.95
14428,1,5.91
14429,40,0.42
14430,2,4.95
14431,12,3.75
14432,1,1.25
14433,5,2.95
14434,1,16.98
14435,2,8.5
14436,3,5.95
14437,12,1.25
14438,4,4.95
14439,12,1.25
14440,3,4.95
14441,-1,12.5
14442,12,3.39
14443,12,1.65
14444,12,1.25
14445,2,0.42
14446,5,1.69
14447,20,0.85
14448,2,0.39
14449,12,1.25
14450,2,2.1
14451,72,1.06
14452,20,1.65
14453,1,2.95
14454,10,0.85
14455,3,4.65
14456,24,1.45
14457,12,1.25
14458,1,2.95
14459,10,1.65
14460,3,5.95
14461,10,1.65
14462,10,2.95
14463,2,2.92
14464,12,1.25
14465,3,0.65
14466,-5,0
14467,3,2.08
14468,10,1.65
14469,6,1.25
14470,12,1.25
14471,10,2.08
14472,1,4.95
14473,1,5.79
14474,4,1.25
14475,10,1.95
14476,6,4.95
14477,2,8.25
14478,6,1.65
14479,-2,2.95
14480,12,0.42
14481,2,2.95
14482,4,3.75
14483,1,1.63
14484,1,1.63
14485,12,0.42
14486,24,1.25
14487,4,0.83
14488,8,2.55
14489,12,1.25
14490,12,2.95
14491,12,1.25
14492,25,0.42
14493,6,3.75
14494,12,1.25
14495,12,6.75
14496,12,0.85
14497,12,0.42
14498,6,1.25
14499,12,0.42
14500,3,5.95
14501,50,0.42
14502,1,4.25
14503,10,2.08
14504,1,10.79
14505,2,2.95
14506,1,2.1
14507,1,16.63
14508,24,2.1
14509,-1,1.25
14510,4,1.25
14511,1,1.25
14512,2,4.95
14513,1,7.95
14514,1,5.95
14515,12,3.75
14516,10,1.65
14517,4,3.75
14518,12,1.25
14519,4,3.36
14520,2,27.1
14521,12,0.42
14522,1,6.25
14523,1,5.06
14524,4,0.65
14525,2,0.42
14526,5,0.85
14527,1,1.95
14528,1,1.25
14529,6,2.1
14530,8,1.69
14531,4,4.13
14532,10,2.1
14533,2,1.63
14534,10,1.65
14535,3,5.95
14536,12,1.45
14537,1,4.96
14538,-3,5.95
14539,2,2.95
14540,2,0.42
14541,6,1.06
14542,5,0.85
14543,12,8.15
14544,-1,1.25
14545,12,1.25
14546,1,2.95
14547,24,0.85
14548,12,4.25
14549,5,1.25
14550,25,0.42
14551,1,1.65
14552,1,8.5
14553,12,1.65
14554,12,1.25
14555,60,0.65
14556,8,1.69
14557,6,1.95
14558,1,4.25
14559,10,1.65
14560,10,2.08
14561,2,7.5
14562,18,1.45
14563,6,1.25
14564,2,2.51
14565,1,1.63
14566,13,0.85
14567,-1,5.95
14568,2,8.5
14569,2,0.85
14570,2,8.95
14571,3,1.25
14572,10,2.08
14573,1,4.96
14574,24,1.65
14575,24,0.42
14576,6,2.55
14577,12,1.45
14578,24,1.25
14579,100,0.72
14580,1,2.89
14581,6,2.55
14582,1,9.95
14583,18,1.25
14584,2,8.5
14585,2,4.65
14586,1,1.65
14587,12,0.85
14588,2,0.85
14589,3,1.95
14590,1,0.65
14591,2,3.75
14592,3,2.1
14593,6,1.65
14594,10,1.65
14595,24,0.55
14596,4,4.25
14597,10,2.08
14598,24,0.42
14599,20,1.25
14600,4,6.75
14601,126,3.57
14602,5,0.83
14603,3,2.95
14604,2,7.62
14605,3,4.95
14606,12,1.25
14607,1,2.1
14608,48,1.45
14609,2,3.29
14610,4,3.29
14611,1,4.25
14612,1,199.89
14613,1,0.42
14614,1,0.65
14615,32,0.42
14616,3,3.75
14617,24,8.5
14618,6,1.65
14619,4,7.95
14620,10,1.95
14621,1,12.75
14622,1,1.65
14623,1,12.75
14624,12,0.42
14625,12,1.45
14626,6,1.45
14627,19,5.06
14628,2,7.95
14629,4,3.75
14630,8,14.95
14631,4,9.95
14632,2,12.5
14633,3,1.65
14634,2,7.95
14635,1,0.83
14636,10,1.95
14637,12,2.95
14638,1,7.95
14639,8,1.95
14640,16,7.65
14641,24,1.25
14642,1,4.21
14643,1,3.29
14644,12,1.65
14645,1,7.95
14646,2,7.65
14647,1,4.95
14648,13,0.85
14649,1,1.25
14650,108,1.25
14651,1,1.63
14652,1,2.95
14653,10,1.65
14654,6,2.95
14655,2,4.15
14656,1,1.25
14657,20,1.25
14658,1,183.75
14659,24,0.55
14660,20,1.65
14661,16,1.25
14662,168,1.85
14663,24,0.85
14664,1,2.08
14665,1,4.95
14666,1,1.65
14667,2,1.25
14668,1,0.21
14669,12,1.69
14670,24,0.62
14671,1,5.79
14672,4,7.95
14673,2,2.25
14674,1,5.79
14675,1,1.65
14676,4,12.75
14677,1,1.63
14678,20,1.25
14679,1,3.75
14680,3,4.95
14681,1,2.1
14682,2,2.08
14683,12,1.45
14684,12,1.65
14685,7,1.45
14686,1,1.65
14687,1,2.95
14688,4,4.25
14689,25,0.42
14690,10,1.95
14691,2,1.25
14692,2,1.25
14693,24,0.29
14694,5,7.46
14695,10,0.85
14696,1,12.46
14697,1,0.42
14698,8,3.95
14699,3,1.66
14700,12,2.1
14701,20,1.25
14702,3,2.46
14703,1,0.85
14704,24,2.95
14705,10,2.08
14706,6,1.95
14707,2,9.95
14708,8,2.5
14709,12,1.25
14710,6,2.95
14711,1,148.67
14712,24,0.85
14713,4,4.25
14714,12,1.45
14715,6,1.25
14716,4,4.15
14717,1,2.1
14718,6,1.25
14719,1,2.46
14720,4,6.75
14721,2,1.25
14722,12,4.95
14723,24,0.42
14724,1,3.95
14725,1,1.45
14726,1,0.83
14727,1,12.75
14728,1,4.13
14729,2,1.28
14730,1,2.25
14731,4,4.25
14732,12,1.25
14733,24,0.19
14734,12,1.25
14735,8,9.95
14736,6,0.85
14737,6,0.65
14738,1,7.95
14739,6,2.1
14740,24,0.55
14741,12,0.95
14742,1,1.25
14743,24,0.85
14744,1,2.95
14745,1,0.85
14746,4,12.75
14747,4,3.25
14748,3,0.85
14749,-2,6.25
14750,48,3.39
14751,20,0.29
14752,1,0.83
14753,1,2.1
14754,2,4.25
14755,1,4.15
14756,1,8.5
14757,6,2.1
14758,1,7.46
14759,1,1.69
14760,3,1.25
14761,12,1.25
14762,2,9.95
14763,1,1.66
14764,12,1.25
14765,1,4.95
14766,1,0.42
14767,1,1.95
14768,12,0.39
14769,18,1.25
14770,25,0.42
14771,2,6.75
14772,2,8.29
14773,-4,30.12
14774,12,1.25
14775,6,2.1
14776,5,1.65
14777,4,3.75
14778,3,3.75
14779,12,0.42
14780,12,0.39
14781,4,4.15
14782,1,5.91
14783,2,8.5
14784,1,1.25
14785,3,2.46
14786,1,9.95
14787,6,3.75
14788,6,1.25
14789,12,0.83
14790,1,4.96
14791,18,1.95
14792,10,2.08
14793,12,1.65
14794,4,3.75
14795,8,3.39
14796,-72,1.04
14797,256,1.65
14798,12,0.42
14799,96,0.38
14800,12,1.65
14801,2,0.95
14802,6,2.95
14803,5,1.65
14804,6,0.55
14805,1,24.96
14806,24,0.42
14807,6,3.75
14808,6,2.89
14809,1,1.25
14810,1,0.39
14811,12,1.65
14812,6,7.95
14813,6,1.25
14814,1,1.45
14815,10,6.75
14816,4,0.85
14817,24,0.42
14818,3,4.13
14819,1,1.65
14820,1,3.75
14821,-11,1.65
14822,12,1.45
14823,1,3.75
14824,4,2.95
14825,10,1.65
14826,1,5.95
14827,2,2.08
14828,3,4.25
14829,2,2.95
14830,1,2.1
14831,1,2.95
14832,1,2.9
14833,12,2.95
14834,1,4.13
14835,3,0.85
14836,12,0.42
14837,3,3.75
14838,12,1.25
14839,16,0.42
